kind,app,route,width,viewportHeight,status,actualPath,expectedRedirect,source,executedStates,findings,runtimeFinding,documentScrollWidth,documentOverflow,smallControlCandidateCount,consoleErrorCount,missingRequestCount,blockedRequestCount,portableScreenshots
"terminal","admin","/service-area-management","768","1024","measured","/service-area-management","","src/Cleansia.App/libs/cleansia-admin-features/country-management/src/lib/lib.routes.ts:31","initial","R01","","768","false","0","0","0","0",""
"terminal","admin","/currency-management","400","844","measured","/currency-management","","src/Cleansia.App/libs/cleansia-admin-features/currency-management/src/lib/lib.routes.ts:6","initial","","","400","false","2","0","0","0",""
"terminal","admin","/currency-management","768","1024","measured","/currency-management","","src/Cleansia.App/libs/cleansia-admin-features/currency-management/src/lib/lib.routes.ts:6","initial","R01","","768","false","2","0","0","0",""
"terminal","admin","/currency-management/create","400","844","measured","/currency-management/create","","src/Cleansia.App/libs/cleansia-admin-features/currency-management/src/lib/lib.routes.ts:11","initial","","","400","false","9","0","0","0",""
"terminal","admin","/currency-management/create","768","1024","measured","/currency-management/create","","src/Cleansia.App/libs/cleansia-admin-features/currency-management/src/lib/lib.routes.ts:11","initial","R01","","768","false","8","0","0","0",""
"terminal","admin","/currency-management/:currencyId/edit","400","844","measured","/currency-management/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/currency-management/src/lib/lib.routes.ts:16","initial","","","400","false","9","0","0","0",""
"terminal","admin","/currency-management/:currencyId/edit","768","1024","measured","/currency-management/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/currency-management/src/lib/lib.routes.ts:16","initial","R01","","768","false","8","0","0","0",""
"terminal","admin","/legal-documents","400","844","measured","/legal-documents","","src/Cleansia.App/libs/cleansia-admin-features/legal-documents/src/lib/lib.routes.ts:5","initial","","","400","false","1","0","0","0",""
"terminal","admin","/legal-documents","768","1024","measured","/legal-documents","","src/Cleansia.App/libs/cleansia-admin-features/legal-documents/src/lib/lib.routes.ts:5","initial","R01","","768","false","1","0","0","0",""
"terminal","admin","/employee-documents","400","844","measured","/employee-documents","","src/Cleansia.App/libs/cleansia-admin-features/employee-document-config/src/lib/lib.routes.ts:12","initial","","","400","false","1","0","0","0",""
"terminal","admin","/employee-documents","768","1024","measured","/employee-documents","","src/Cleansia.App/libs/cleansia-admin-features/employee-document-config/src/lib/lib.routes.ts:12","initial","R01","","768","false","0","0","0","0",""
"terminal","admin","/employee-documents/deletion-requests","400","844","measured","/employee-documents/deletion-requests","","src/Cleansia.App/libs/cleansia-admin-features/employee-document-config/src/lib/lib.routes.ts:17","initial","","","400","false","1","0","0","0",""
"terminal","admin","/employee-documents/deletion-requests","768","1024","measured","/employee-documents/deletion-requests","","src/Cleansia.App/libs/cleansia-admin-features/employee-document-config/src/lib/lib.routes.ts:17","initial","R01","","768","false","1","0","0","0",""
"terminal","admin","/company-info","400","844","measured","/company-info","","src/Cleansia.App/libs/cleansia-admin-features/company-management/src/lib/lib.routes.ts:6","initial","","","400","false","6","0","0","0",""
"terminal","admin","/company-info","768","1024","measured","/company-info","","src/Cleansia.App/libs/cleansia-admin-features/company-management/src/lib/lib.routes.ts:6","initial","R01","","768","false","7","0","0","0",""
"terminal","admin","/company-info/create","400","844","measured","/company-info/create","","src/Cleansia.App/libs/cleansia-admin-features/company-management/src/lib/lib.routes.ts:11","initial","","","400","false","19","0","0","0",""
"terminal","admin","/company-info/create","768","1024","measured","/company-info/create","","src/Cleansia.App/libs/cleansia-admin-features/company-management/src/lib/lib.routes.ts:11","initial","R01","","768","false","18","0","0","0",""
"terminal","admin","/company-info/:companyInfoId/edit","400","844","measured","/company-info/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/company-management/src/lib/lib.routes.ts:16","initial","","","400","false","19","0","0","0",""
"terminal","admin","/company-info/:companyInfoId/edit","768","1024","measured","/company-info/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/company-management/src/lib/lib.routes.ts:16","initial","R01","","768","false","18","0","0","0",""
"terminal","admin","/company-settings","400","844","measured","/company-settings","","src/Cleansia.App/libs/cleansia-admin-features/company-settings/src/lib/lib.routes.ts:5","initial","","","400","false","1","0","0","0",""
"terminal","admin","/company-settings","768","1024","measured","/company-settings","","src/Cleansia.App/libs/cleansia-admin-features/company-settings/src/lib/lib.routes.ts:5","initial","R01","","768","false","0","0","0","0",""
"terminal","admin","/company-lifecycle","400","844","measured","/company-lifecycle","","src/Cleansia.App/libs/cleansia-admin-features/company-lifecycle/src/lib/lib.routes.ts:5","initial","","","400","false","6","0","0","0",""
"terminal","admin","/company-lifecycle","768","1024","measured","/company-lifecycle","","src/Cleansia.App/libs/cleansia-admin-features/company-lifecycle/src/lib/lib.routes.ts:5","initial","R01","","768","false","5","0","0","0",""
"terminal","admin","/pay-config-management","400","844","measured","/pay-config-management","","src/Cleansia.App/libs/cleansia-admin-features/pay-config-management/src/lib/lib.routes.ts:6","initial","","","400","false","5","0","0","0",""
"terminal","admin","/pay-config-management","768","1024","measured","/pay-config-management","","src/Cleansia.App/libs/cleansia-admin-features/pay-config-management/src/lib/lib.routes.ts:6","initial","R01","","768","false","6","0","0","0",""
"terminal","admin","/pay-config-management/create","400","844","measured","/pay-config-management/create","","src/Cleansia.App/libs/cleansia-admin-features/pay-config-management/src/lib/lib.routes.ts:11","initial","","","400","false","10","0","0","0",""
"terminal","admin","/pay-config-management/create","768","1024","measured","/pay-config-management/create","","src/Cleansia.App/libs/cleansia-admin-features/pay-config-management/src/lib/lib.routes.ts:11","initial","R01","","768","false","9","0","0","0",""
"terminal","admin","/pay-config-management/:payConfigId/edit","400","844","measured","/pay-config-management/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/pay-config-management/src/lib/lib.routes.ts:16","initial","","","400","false","11","0","0","0",""
"terminal","admin","/pay-config-management/:payConfigId/edit","768","1024","measured","/pay-config-management/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/pay-config-management/src/lib/lib.routes.ts:16","initial","R01","","768","false","10","0","0","0",""
"wrapper","admin","/template-management","400","844","measured","/template-management/email-templates","","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:7","initial","","","400","false","1","0","0","0",""
"wrapper","admin","/template-management","768","1024","measured","/template-management/email-templates","","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:7","initial","R01","","768","false","1","0","0","0",""
"terminal","admin","/template-management/email-templates","400","844","measured","/template-management/email-templates","","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:13","initial","","","400","false","1","0","0","0",""
"terminal","admin","/template-management/email-templates","768","1024","measured","/template-management/email-templates","","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:13","initial","R01","","768","false","1","0","0","0",""
"terminal","admin","/template-management/email-templates/:emailType/translations","400","844","measured","/template-management/email-templates/audit-id/translations","","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:20","initial","R05","","400","false","9","0","0","0","screenshots/admin-_template_management_email_templates_emailType_translations-400-initial.png"
"terminal","admin","/template-management/email-templates/:emailType/translations","768","1024","measured","/template-management/email-templates/audit-id/translations","","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:20","initial","R01","","768","false","8","0","0","0",""
"terminal","admin","/fiscal-failures","400","844","measured","/fiscal-failures","","src/Cleansia.App/libs/cleansia-admin-features/fiscal-failures/src/lib/fiscal-failures.routes.ts:4","initial","","","400","false","4","0","0","0",""
"terminal","admin","/fiscal-failures","768","1024","measured","/fiscal-failures","","src/Cleansia.App/libs/cleansia-admin-features/fiscal-failures/src/lib/fiscal-failures.routes.ts:4","initial","R01","","768","false","3","0","0","0",""
"terminal","admin","/loyalty/promos","400","844","measured","/loyalty/promos","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:7","initial","","","400","false","6","0","0","0",""
"terminal","admin","/loyalty/promos","768","1024","measured","/loyalty/promos","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:7","initial","R01","","768","false","8","0","0","0",""
"terminal","admin","/loyalty/promos/new","400","844","measured","/loyalty/promos/new","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:12","initial","","","400","false","10","0","0","0",""
"terminal","admin","/loyalty/promos/new","768","1024","measured","/loyalty/promos/new","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:12","initial","R01","","768","false","9","0","0","0",""
"terminal","admin","/loyalty/promos/:id","400","844","measured","/loyalty/promos/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:17","initial","","","400","false","7","0","0","0",""
"terminal","admin","/loyalty/promos/:id","768","1024","measured","/loyalty/promos/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:17","initial","R01","","768","false","6","0","0","0",""
"terminal","admin","/loyalty/promos/:id/edit","400","844","measured","/loyalty/promos/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:22","initial","","","400","false","11","0","0","0",""
"terminal","admin","/loyalty/promos/:id/edit","768","1024","measured","/loyalty/promos/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-promo-codes/src/lib/lib.routes.ts:22","initial","R01","","768","false","10","0","0","0",""
"terminal","admin","/loyalty/tiers","400","844","measured","/loyalty/tiers","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-tier-configs/src/lib/lib.routes.ts:5","initial","","","400","false","5","0","0","0",""
"terminal","admin","/loyalty/tiers","768","1024","measured","/loyalty/tiers","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-tier-configs/src/lib/lib.routes.ts:5","initial","R01","","768","false","5","0","0","0",""
"terminal","admin","/customers/:userId","400","844","measured","/customers/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-user-detail/src/lib/lib.routes.ts:6","initial","","","400","false","21","0","0","0",""
"terminal","admin","/customers/:userId","768","1024","measured","/customers/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-user-detail/src/lib/lib.routes.ts:6","initial","R01","","768","false","21","0","0","0",""
"terminal","admin","/loyalty/referrals","400","844","measured","/loyalty/referrals","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-referrals/src/lib/lib.routes.ts:5","initial","","","400","false","6","0","0","0",""
"terminal","admin","/loyalty/referrals","768","1024","measured","/loyalty/referrals","","src/Cleansia.App/libs/cleansia-admin-features/loyalty-referrals/src/lib/lib.routes.ts:5","initial","R01","","768","false","6","0","0","0",""
"terminal","admin","/membership-plan-management","400","844","measured","/membership-plan-management","","src/Cleansia.App/libs/cleansia-admin-features/membership-plan-management/src/lib/lib.routes.ts:6","initial","","","400","false","6","0","0","0",""
"terminal","admin","/membership-plan-management","768","1024","measured","/membership-plan-management","","src/Cleansia.App/libs/cleansia-admin-features/membership-plan-management/src/lib/lib.routes.ts:6","initial","R01","","768","false","5","0","0","0",""
"terminal","admin","/membership-plan-management/new","400","844","measured","/membership-plan-management/new","","src/Cleansia.App/libs/cleansia-admin-features/membership-plan-management/src/lib/lib.routes.ts:11","initial","","","400","false","12","0","0","0",""
"terminal","admin","/membership-plan-management/new","768","1024","measured","/membership-plan-management/new","","src/Cleansia.App/libs/cleansia-admin-features/membership-plan-management/src/lib/lib.routes.ts:11","initial","R01","","768","false","11","0","0","0",""
"terminal","admin","/membership-plan-management/:id/edit","400","844","measured","/membership-plan-management/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/membership-plan-management/src/lib/lib.routes.ts:16","initial","","","400","false","12","0","0","0",""
"terminal","admin","/membership-plan-management/:id/edit","768","1024","measured","/membership-plan-management/audit-id/edit","","src/Cleansia.App/libs/cleansia-admin-features/membership-plan-management/src/lib/lib.routes.ts:16","initial","R01","","768","false","11","0","0","0",""
"terminal","admin","/marketing/sitewide-push","400","844","measured","/marketing/sitewide-push","","src/Cleansia.App/libs/cleansia-admin-features/marketing/src/lib/lib.routes.ts:10","initial","","","400","false","7","0","0","0",""
"terminal","admin","/marketing/sitewide-push","768","1024","measured","/marketing/sitewide-push","","src/Cleansia.App/libs/cleansia-admin-features/marketing/src/lib/lib.routes.ts:10","initial","R01","","768","false","6","0","0","0",""
"terminal","admin","/data-protection","400","844","measured","/data-protection","","src/Cleansia.App/libs/cleansia-admin-features/data-protection/src/lib/lib.routes.ts:5","initial","","","400","false","8","0","0","0",""
"terminal","admin","/data-protection","768","1024","measured","/data-protection","","src/Cleansia.App/libs/cleansia-admin-features/data-protection/src/lib/lib.routes.ts:5","initial","R01","","768","false","7","0","0","0",""
"terminal","admin","/audit-log","400","844","measured","/audit-log","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:9","initial","","","400","false","5","0","0","0",""
"terminal","admin","/audit-log","768","1024","measured","/audit-log","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:9","initial","R01","","768","false","5","0","0","0",""
"terminal","admin","/audit-log/customers/entry/:auditId","400","844","measured","/audit-log/customers/entry/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:14","initial","R06","","400","false","3","0","0","0","screenshots/admin-_audit_log_customers_entry_auditId-400-initial.png"
"terminal","admin","/audit-log/customers/entry/:auditId","768","1024","measured","/audit-log/customers/entry/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:14","initial","R01","","768","false","2","0","0","0",""
"terminal","admin","/audit-log/customers","400","844","measured","/audit-log/customers","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:19","initial","","","400","false","5","0","0","0",""
"terminal","admin","/audit-log/customers","768","1024","measured","/audit-log/customers","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:19","initial","R01","","768","false","5","0","0","0",""
"terminal","admin","/audit-log/resource/:resourceType/:resourceId","400","844","measured","/audit-log/resource/audit-id/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:24","initial","","","400","false","5","0","0","0",""
"terminal","admin","/audit-log/resource/:resourceType/:resourceId","768","1024","measured","/audit-log/resource/audit-id/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:24","initial","R01","","768","false","5","0","0","0",""
"terminal","admin","/audit-log/entry/:auditId","400","844","measured","/audit-log/entry/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:29","initial","","","400","false","2","0","0","0",""
"terminal","admin","/audit-log/entry/:auditId","768","1024","measured","/audit-log/entry/audit-id","","src/Cleansia.App/libs/cleansia-admin-features/audit-log/src/lib/lib.routes.ts:29","initial","R01","","768","false","1","0","0","0",""
"terminal","admin","/profile","400","844","measured","/profile","","src/Cleansia.App/libs/cleansia-admin-features/admin-profile/src/lib/lib.routes.ts:5","initial","","","400","false","8","0","0","0",""
"terminal","admin","/profile","768","1024","measured","/profile","","src/Cleansia.App/libs/cleansia-admin-features/admin-profile/src/lib/lib.routes.ts:5","initial","R01","","768","false","7","0","0","0",""
"terminal","admin","/unauthorized","400","844","measured","/unauthorized","","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:272","initial","","","400","false","3","0","0","0",""
"terminal","admin","/unauthorized","768","1024","measured","/unauthorized","","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:272","initial","R01","","768","false","2","0","0","0",""
"terminal","admin","/not-found","400","844","measured","/not-found","","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:279","initial","","","400","false","2","0","0","0",""
"terminal","admin","/not-found","768","1024","measured","/not-found","","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:279","initial","R01","","768","false","1","0","0","0",""
"redirect","customer","/orders/lookup","400","844","redirect_verified","/track-order","/track-order","src/Cleansia.App/apps/cleansia.app/src/app/app.routes.ts:104","initial","","","400","false","4","0","0","0",""
"redirect","customer","/orders/lookup","768","1024","redirect_verified","/track-order","/track-order","src/Cleansia.App/apps/cleansia.app/src/app/app.routes.ts:104","initial","","","768","false","4","0","0","0",""
"redirect","customer","/orders/lookup/:orderId","400","844","redirect_verified","/track-order","/track-order","src/Cleansia.App/apps/cleansia.app/src/app/app.routes.ts:109","initial","","","400","false","4","0","0","0",""
"redirect","customer","/orders/lookup/:orderId","768","1024","redirect_verified","/track-order","/track-order","src/Cleansia.App/apps/cleansia.app/src/app/app.routes.ts:109","initial","","","768","false","4","0","0","0",""
"redirect","customer","/membership","400","844","redirect_verified","/plus","/plus","src/Cleansia.App/libs/cleansia-customer-features/profile/src/lib/lib.routes.ts:34","initial","","","400","false","3","0","0","0",""
"redirect","customer","/membership","768","1024","redirect_verified","/plus","/plus","src/Cleansia.App/libs/cleansia-customer-features/profile/src/lib/lib.routes.ts:34","initial","","","768","false","3","0","0","0",""
"redirect","customer","/membership/subscribe","400","844","redirect_verified","/plus","/plus","src/Cleansia.App/libs/cleansia-customer-features/profile/src/lib/lib.routes.ts:47","initial","","","400","false","3","0","0","0",""
"redirect","customer","/membership/subscribe","768","1024","redirect_verified","/plus","/plus","src/Cleansia.App/libs/cleansia-customer-features/profile/src/lib/lib.routes.ts:47","initial","","","768","false","3","0","0","0",""
"redirect","customer","/checkout","400","844","redirect_verified","/","/","src/Cleansia.App/libs/cleansia-customer-features/checkout/src/lib/lib.routes.ts:6","initial","","","400","false","2","0","0","0",""
"redirect","customer","/checkout","768","1024","redirect_verified","/","/","src/Cleansia.App/libs/cleansia-customer-features/checkout/src/lib/lib.routes.ts:6","initial","","","768","false","2","0","0","0",""
"redirect","customer","/**","400","844","redirect_verified","/not-found","/not-found","src/Cleansia.App/apps/cleansia.app/src/app/app.routes.ts:193","initial","","","400","false","1","0","0","0",""
"redirect","customer","/**","768","1024","redirect_verified","/not-found","/not-found","src/Cleansia.App/apps/cleansia.app/src/app/app.routes.ts:193","initial","","","768","false","1","0","0","0",""
"redirect","partner","/","400","844","redirect_verified","/orders","/orders","src/Cleansia.App/apps/cleansia-partner.app/src/app/app.routes.ts:71","initial","","","400","false","12","0","0","0",""
"redirect","partner","/","768","1024","redirect_verified","/orders","/orders","src/Cleansia.App/apps/cleansia-partner.app/src/app/app.routes.ts:71","initial","R01","","768","false","11","0","0","0",""
"redirect","partner","/**","400","844","redirect_verified","/not-found","/not-found","src/Cleansia.App/apps/cleansia-partner.app/src/app/app.routes.ts:86","initial","","","400","false","2","0","0","0",""
"redirect","partner","/**","768","1024","redirect_verified","/not-found","/not-found","src/Cleansia.App/apps/cleansia-partner.app/src/app/app.routes.ts:86","initial","R01","","768","false","1","0","0","0",""
"redirect","admin","/","400","844","redirect_verified","/employee-management","/employee-management","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:7","initial","","","400","false","5","0","0","0",""
"redirect","admin","/","768","1024","redirect_verified","/employee-management","/employee-management","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:7","initial","R01","","768","false","4","0","0","0",""
"redirect","admin","/template-management","400","844","redirect_verified","/template-management/email-templates","/template-management/email-templates","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:12","initial","","","400","false","1","0","0","0",""
"redirect","admin","/template-management","768","1024","redirect_verified","/template-management/email-templates","/template-management/email-templates","src/Cleansia.App/libs/cleansia-admin-features/template-management/src/lib/lib.routes.ts:12","initial","R01","","768","false","1","0","0","0",""
"redirect","admin","/marketing","400","844","redirect_verified","/marketing/sitewide-push","/marketing/sitewide-push","src/Cleansia.App/libs/cleansia-admin-features/marketing/src/lib/lib.routes.ts:5","initial","","","400","false","7","0","0","0",""
"redirect","admin","/marketing","768","1024","redirect_verified","/marketing/sitewide-push","/marketing/sitewide-push","src/Cleansia.App/libs/cleansia-admin-features/marketing/src/lib/lib.routes.ts:5","initial","R01","","768","false","6","0","0","0",""
"redirect","admin","/**","400","844","redirect_verified","/not-found","/not-found","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:284","initial","","","400","false","2","0","0","0",""
"redirect","admin","/**","768","1024","redirect_verified","/not-found","/not-found","src/Cleansia.App/apps/cleansia-admin.app/src/app/app.routes.ts:284","initial","R01","","768","false","1","0","0","0",""
